codigo,sku,descripcion,nombre_normalizado,categoria_sugerida,marca_sugerida,unidad_sugerida,costo_sin_iva_ars,costo_con_iva_ars,precio_publico_ars,iva_pct_inferido,stock_inicial,stock_minimo,activo,origen_excel_fila
TAB33405,TAB33405,TORNILLO PHILLIPS WAFER MECHA BOLSA #8X3/4,TORNILLO PHILLIPS WAFER MECHA BOLSA NRO 8X3/4,Tornillería y fijaciones,0,bolsa,1693.60,2049.26,2049.26,21,0,0,true,FACTURA_21042026_ITEM_11
TAB33407,TAB33407,TORNILLO PHILLIPS WAFER MECHA BOLSA #8X1,TORNILLO PHILLIPS WAFER MECHA BOLSA NRO 8X1,Tornillería y fijaciones,0,bolsa,2219.26,2685.31,2685.31,21,0,0,true,FACTURA_21042026_ITEM_12
TAB45201,TAB45201,TORNILLO PHILLIPS PAN FRAMING MECHA BOLSA #6X7/16,TORNILLO PHILLIPS PAN FRAMING MECHA BOLSA NRO 6X7/16,Tornillería y fijaciones,0,bolsa,1145.45,1386.00,1386.00,21,0,0,true,FACTURA_21042026_ITEM_13
TAB51511,TAB51511,TORNILLO PHILLIPS PAN HEAD PUNTA AGUJA BOLSA #10X1-1/2,TORNILLO PHILLIPS PAN HEAD PUNTA AGUJA BOLSA NRO 10X1-1/2,Tornillería y fijaciones,0,bolsa,3210.60,3884.83,3884.83,21,0,0,true,FACTURA_21042026_ITEM_14
TAB51515,TAB51515,TORNILLO PHILLIPS PAN HEAD PUNTA AGUJA BOLSA #10X2,TORNILLO PHILLIPS PAN HEAD PUNTA AGUJA BOLSA NRO 10X2,Tornillería y fijaciones,0,bolsa,4026.17,4871.66,4871.66,21,0,0,true,FACTURA_21042026_ITEM_15
TAB53511,TAB53511,TORNILLO PHILLIPS PAN HEAD MECHA BOLSA #10X1-1/2,TORNILLO PHILLIPS PAN HEAD MECHA BOLSA NRO 10X1-1/2,Tornillería y fijaciones,0,bolsa,3168.12,3833.42,3833.42,21,0,0,true,FACTURA_21042026_ITEM_16
TAB53515,TAB53515,TORNILLO PHILLIPS PAN HEAD MECHA BOLSA #10X2,TORNILLO PHILLIPS PAN HEAD MECHA BOLSA NRO 10X2,Tornillería y fijaciones,0,bolsa,4015.34,4858.56,4858.56,21,0,0,true,FACTURA_21042026_ITEM_17
TAB67204,TAB67204,TORNILLO PHILLIPS FRESADO PUNTA AGUJA PASO GRUESO BOLSA #6X5/8,TORNILLO PHILLIPS FRESADO PUNTA AGUJA PASO GRUESO BOLSA NRO 6X5/8,Tornillería y fijaciones,0,bolsa,990.50,1198.51,1198.51,21,0,0,true,FACTURA_21042026_ITEM_18
TAB68216,TAB68216,"TORNILLO PHILLIPS FRESADO PUNTA AGUJA DORADO FIX BOLSA 3,5X16MM","TORNILLO PHILLIPS FRESADO PUNTA AGUJA DORADO FIX BOLSA 3,5X16MM",Tornillería y fijaciones,FIX,bolsa,718.93,869.90,869.90,21,0,0,true,FACTURA_21042026_ITEM_19
TAB68220,TAB68220,"TORNILLO PHILLIPS FRESADO PUNTA AGUJA DORADO FIX BOLSA 3,5X20MM","TORNILLO PHILLIPS FRESADO PUNTA AGUJA DORADO FIX BOLSA 3,5X20MM",Tornillería y fijaciones,FIX,bolsa,782.24,946.51,946.51,21,0,0,true,FACTURA_21042026_ITEM_20
TAB68240,TAB68240,"TORNILLO PHILLIPS FRESADO PUNTA AGUJA DORADO FIX BOLSA 3,5X40MM","TORNILLO PHILLIPS FRESADO PUNTA AGUJA DORADO FIX BOLSA 3,5X40MM",Tornillería y fijaciones,FIX,bolsa,1219.60,1475.71,1475.71,21,0,0,true,FACTURA_21042026_ITEM_21
