codigo,sku,descripcion,nombre_normalizado,categoria_sugerida,marca_sugerida,unidad_sugerida,costo_sin_iva_ars,costo_con_iva_ars,precio_publico_ars,iva_pct_inferido,stock_inicial,stock_minimo,activo,origen_excel_fila
46768,46768,TERMICA 4X10A BAW - K44C10 BAW,TERMICA 4X10A BAW K44C10 BAW,Electricidad,,unidad,,,,,,,true,4017
46186,46186,TERMICA 2X16A BAW - K42C16 BAW,TERMICA 2X16A BAW K42C16 BAW,Electricidad,,unidad,,,,,,,true,4020
21710,21710,CAJA PARA TERMICAS 4 BIP 8 BOCAS IP65 GRIS 045000G,CAJA PARA TERMICAS 4 BIP 8 BOCAS IP65 GRIS 045000G,Electricidad,,unidad,,,,,,,true,4221
21719,21719,CAJA TERMICA EXTERIOR 2 BIP. BLANCA S045003B,CAJA TERMICA EXTERIOR 2 BIP BLANCA S045003B,Electricidad,,unidad,,,,,,,true,4227
28286,28286,SPOT BLANCO EMBUTIR PARA DICROICA 105 MM FIJO,SPOT BLANCO EMBUTIR PARA DICROICA 105 MM FIJO,Iluminación,,unidad,,,,,,,true,4504
30884,30884,PANEL LED PLAFON REDONDO 24W LD D 300MM BCO,PANEL LED PLAFON REDONDO 24W LD D 300MM BCO,Iluminación,,unidad,,,,,,,true,4507
31198,31198,PROYECTOR DE LED SMD SL-FL 50W LD,PROYECTOR DE LED SMD SL FL 50W LD,Iluminación,,unidad,,,,,,,true,4509
31568,31568,PROYECTOR DE LED SMD SL-FL 50W LC,PROYECTOR DE LED SMD SL FL 50W LC,Iluminación,,unidad,,,,,,,true,4510
32083,32083,PANEL LED RED 20W L/D EMBUTIR TBCIN SMD-620BW-UF**,PANEL LED RED 20W L/D EMBUTIR TBCIN SMD 620BW UF,Iluminación,,unidad,,,,,,,true,4527
46447,46447,PANEL LED CUAD 6W L/D EMBUTIR 6823,PANEL LED CUAD 6W L/D EMBUTIR 6823,Iluminación,,unidad,,,,,,,true,4553
46455,46455,PANEL LED CUAD 6W L/C EMBUTIR 6824,PANEL LED CUAD 6W L/C EMBUTIR 6824,Iluminación,,unidad,,,,,,,true,4558
46592,46592,"PRECINTO 4,8X200MM NEGRO (X100)-7415",PRECINTO 4 8X200MM NEGRO X100 7415,Ferretería general,,unidad,,,,,,,true,4562
45907,45907,PANEL LED REDONDO EMBUTIR 18W 4000K LUZ NEUTRA,PANEL LED REDONDO EMBUTIR 18W 4000K LUZ NEUTRA,Iluminación,,unidad,,,,,,,true,4652
45946,45946,PANEL LED CUADRADO APLICAR 24W LUZ FRIA - 6000K,PANEL LED CUADRADO APLICAR 24W LUZ FRIA 6000K,Iluminación,,unidad,,,,,,,true,4655
33321,33321,PANEL LED CUAD 25W L/D APLICAR TBCIN SMD-825BW-REC,PANEL LED CUAD 25W L/D APLICAR TBCIN SMD 825BW REC,Iluminación,,unidad,,,,,,,true,4733
33330,33330,PANEL LED CUA 20WL/C APLICAR TBCIN SMD-620BWW-RECT,PANEL LED CUA 20WL/C APLICAR TBCIN SMD 620BWW RECT,Iluminación,,unidad,,,,,,,true,4735
33584,33584,PROYECTOR DE LED ALTA POTENCIA 100W L/D SBN100,PROYECTOR DE LED ALTA POTENCIA 100W L/D SBN100,Iluminación,,unidad,,,,,,,true,4776
4554,4554,"CURVA HH 90-3/4""-(20MM) EPOXI",CURVA HH 90 3/4 20MM EPOXI,Plomería agua,,unidad,,,,,,,true,5081
4681,4681,"BUJE REDUCCION-2""X3/4"" EPOXI",BUJE REDUCCION 2 X3/4 EPOXI,Plomería agua,,unidad,,,,,,,true,5157
26600,26600,CURVA 90° 63 MM ERA,CURVA 90 63 MM ERA,Plomería agua,,unidad,,,,,,,true,5292
38054,38054,"MONTURA 160 MM X 3""",MONTURA 160 MM X 3,Ferretería general,,unidad,,,,,,,true,5427
36266,36266,CALDERA MINIBOX 24T KCAL-DUAL TB-SAL. 60/100 CONSAL,CALDERA MINIBOX 24T KCAL DUAL TB SAL 60/100 CONSAL,Gas,,unidad,,,,,,,true,5462
36820,36820,MANGO ALUMINIO TELESCOPICO 4 mts,MANGO ALUMINIO TELESCOPICO 4 MTS,Ferretería general,,metro,,,,,,,true,5501
43008,43008,MANGO ALUMINIO TELESCOPICO 4.8 mts,MANGO ALUMINIO TELESCOPICO 4 8 MTS,Ferretería general,,metro,,,,,,,true,5506
47792,47792,BUJE RED. GALVANIZADO 2 1/2°A 2°,BUJE RED GALVANIZADO 2 1/2 A 2,Plomería agua,,unidad,,,,,,,true,5844
27063,27063,GABINETE PARA COLECTOR 600X450 CALEFACCION,GABINETE PARA COLECTOR 600X450 CALEFACCION,Construcción,,unidad,,,,,,,true,5956
15510,15510,CALEFACTOR LONGVIE TIRO BALAN 5000 EBA5S,CALEFACTOR LONGVIE TIRO BALAN 5000 EBA5S,Gas,,unidad,,,,,,,true,5991
47455,47455,COMBO HORNO H1500XF + ANAFE A6600XF,COMBO HORNO H1500XF ANAFE A6600XF,Gas,,unidad,,,,,,,true,6004
47457,47457,COMBO HORNO H1500G + ANAFE A2600XF,COMBO HORNO H1500G ANAFE A2600XF,Gas,,unidad,,,,,,,true,6005
47458,47458,COMBO HORNO H1900XF + ANAFE A6600XF,COMBO HORNO H1900XF ANAFE A6600XF,Gas,,unidad,,,,,,,true,6006
18155,18155,TERMOTANQUE LONGVIE A GAS 50 Lts DE PIE CONEXION SUPERIOR,TERMOTANQUE LONGVIE A GAS 50 LTS DE PIE CONEXION SUPERIOR,Gas,,litro,,,,,,,true,6013
46708,46708,MANGUERA FLOTANTE 11/2° X 30 MTS. TUCSON-T-CPA038,MANGUERA FLOTANTE 11/2 X 30 MTS TUCSON T CPA038,Plomería agua,,metro,,,,,,,true,6028
34706,34706,CALEFACTOR CALORAMA TIRO BALANCEADO 2500 CON ENCENDIDO ELEC GRIS ORBIS,CALEFACTOR CALORAMA TIRO BALANCEADO 2500 CON ENCENDIDO ELEC GRIS ORBIS,Gas,,unidad,,,,,,,true,6037
34707,34707,CALEFACTOR CALORAMA 2700 K/CALORIAS SIN VISOR GRIS ORBIS,CALEFACTOR CALORAMA 2700 K/CALORIAS SIN VISOR GRIS ORBIS,Gas,,unidad,,,,,,,true,6038
35158,35158,HORNO ELECTRICO 5 FUNCIONES NEGRO 2050W HB5NC3,HORNO ELECTRICO 5 FUNCIONES NEGRO 2050W HB5NC3,Ferretería general,,unidad,,,,,,,true,6044
33693,33693,CALEFON SAIAR 7L SIN PILOTO GAS NATURAL S7-7L-GN,CALEFON SAIAR 7L SIN PILOTO GAS NATURAL S7 7L GN,Gas,,unidad,,,,,,,true,6126
32701,32701,TERMOTANQUE SAIAR GAS 30 Lts ALTA RECUPERACION DE PIE GAS NATURAL CONEXION SUPERIOR APTO PARA BOMBA O SISTEMA PREZURIZADO,TERMOTANQUE SAIAR GAS 30 LTS ALTA RECUPERACION DE PIE GAS NATURAL CONEXION SUPERIOR APTO PARA BOMBA O SISTEMA PREZURIZADO,Gas,,litro,,,,,,,true,6133
22376,22376,SELLADOR DE SILICONA ACETICA 280GR NEGRA PARA PISTOLA APLICADORA,SELLADOR DE SILICONA ACETICA 280GR NEGRA PARA PISTOLA APLICADORA,Pintura y adhesivos,,unidad,,,,,,,true,6175
1052,1052,"MONTURA 63 MM X 1/2"", 2 BULONES-1052",MONTURA 63 MM X 1/2 2 BULONES 1052,Ferretería general,,unidad,,,,,,,true,6221
1099,1099,CONECTOR 16 X 16 MM (ESP. X ESP.)-1099,CONECTOR 16 X 16 MM ESP X ESP 1099,Ferretería general,,unidad,,,,,,,true,6246
1100,1100,CONECTOR 20 X 20 MM (ESP. X ESP.)-1100,CONECTOR 20 X 20 MM ESP X ESP 1100,Ferretería general,,unidad,,,,,,,true,6247
1142,1142,VALVULA CILINDRICA COMPACTA 16 MM (ESP. X-1142,VALVULA CILINDRICA COMPACTA 16 MM ESP X 1142,Plomería agua,,unidad,,,,,,,true,6276
35707,35707,"MONTURA 32 MM X 3/4"", 2 BULONES-35707",MONTURA 32 MM X 3/4 2 BULONES 35707,Ferretería general,,unidad,,,,,,,true,6308
46418,46418,TANQUE PARA AGUA 400 Lts MULTICAPA ROTOTANQ Ø 0.87 X 0.84 ALTO BICAPA,TANQUE PARA AGUA 400 LTS MULTICAPA ROTOTANQ 0 87 X 0 84 ALTO BICAPA,Plomería agua,,litro,,,,,,,true,6358
47339,47339,CAMARA SEPTICA 24 A 28 PERSONAS 2700LTS,CAMARA SEPTICA 24 A 28 PERSONAS 2700LTS,Ferretería general,,litro,,,,,,,true,6375
35955,35955,CAMARA SEPTICA 12 A 14 PERSONAS WATERPLAST 1100,CAMARA SEPTICA 12 A 14 PERSONAS WATERPLAST 1100,Ferretería general,,unidad,,,,,,,true,6403
18678,18678,RESORTE 20MM,RESORTE 20MM,Ferretería general,,unidad,,,,,,,true,6442
18679,18679,RESORTE 22MM,RESORTE 22MM,Ferretería general,,unidad,,,,,,,true,6443
18680,18680,RESORTE 25MM,RESORTE 25MM,Ferretería general,,unidad,,,,,,,true,6444
32740,32740,"MANGUERA DE JARDIN LIVIANA 3/4""X25MT MS1925",MANGUERA DE JARDIN LIVIANA 3/4 X25MT MS1925,Plomería agua,,unidad,,,,,,,true,6450
18637,18637,CAJA RECTANGULAR 65 X 110 X 52 BLANCA CE001,CAJA RECTANGULAR 65 X 110 X 52 BLANCA CE001,Electricidad,,unidad,,,,,,,true,6452
18649,18649,CURVA PARA TUBO 90° 16MM,CURVA PARA TUBO 90 16MM,Plomería agua,,unidad,,,,,,,true,6454
18650,18650,CURVA PARA TUBO 90° 20MM,CURVA PARA TUBO 90 20MM,Plomería agua,,unidad,,,,,,,true,6455
18651,18651,CURVA PARA TUBO 90° 22MM,CURVA PARA TUBO 90 22MM,Plomería agua,,unidad,,,,,,,true,6456
18652,18652,CURVA PARA TUBO 90° 25MM,CURVA PARA TUBO 90 25MM,Plomería agua,,unidad,,,,,,,true,6457
18653,18653,CURVA PARA TUBO 90° 32MM,CURVA PARA TUBO 90 32MM,Plomería agua,,unidad,,,,,,,true,6458
18654,18654,CURVA PARA TUBO 90° 40MM,CURVA PARA TUBO 90 40MM,Plomería agua,,unidad,,,,,,,true,6459
18655,18655,CURVA PARA TUBO 90° 50MM,CURVA PARA TUBO 90 50MM,Plomería agua,,unidad,,,,,,,true,6460
18656,18656,UNION PARA TUBO PVC 16MM,UNION PARA TUBO PVC 16MM,Plomería agua,,unidad,,,,,,,true,6461
18658,18658,UNION PARA TUBO PVC 22MM,UNION PARA TUBO PVC 22MM,Plomería agua,,unidad,,,,,,,true,6462
18659,18659,UNION PARA TUBO PVC 25MM,UNION PARA TUBO PVC 25MM,Plomería agua,,unidad,,,,,,,true,6463
18660,18660,UNION PARA TUBO PVC 32MM,UNION PARA TUBO PVC 32MM,Plomería agua,,unidad,,,,,,,true,6464
18661,18661,UNION PARA TUBO PVC 40MM,UNION PARA TUBO PVC 40MM,Plomería agua,,unidad,,,,,,,true,6465
18662,18662,UNION PARA TUBO PVC 50MM,UNION PARA TUBO PVC 50MM,Plomería agua,,unidad,,,,,,,true,6466
18665,18665,CONECTOR PARA TUBO PVC 22MM****,CONECTOR PARA TUBO PVC 22MM,Plomería agua,,unidad,,,,,,,true,6468
18666,18666,CONECTOR PARA TUBO PVC 25MM,CONECTOR PARA TUBO PVC 25MM,Plomería agua,,unidad,,,,,,,true,6469
18667,18667,CONECTOR PARA TUBO PVC 32MM,CONECTOR PARA TUBO PVC 32MM,Plomería agua,,unidad,,,,,,,true,6470
18669,18669,CONECTOR PARA TUBO PVC 50MM,CONECTOR PARA TUBO PVC 50MM,Plomería agua,,unidad,,,,,,,true,6472
18684,18684,CAJA RECTANGULAR 65X110X52 PARA PLACA DE DURLOCK BLANCA *****,CAJA RECTANGULAR 65X110X52 PARA PLACA DE DURLOCK BLANCA,Electricidad,Durlock,unidad,,,,,,,true,6473
28573,28573,CLOACA JUNTA ELASTICA RAMAL 45° HHH 160 X 110MM,CLOACA JUNTA ELASTICA RAMAL 45 HHH 160 X 110MM,Ferretería general,,unidad,,,,,,,true,7230
32556,32556,CAÑO POLIETILENO PEAD 25MMX2.0MM PN10 PE80,CANO POLIETILENO PEAD 25MMX2 0MM PN10 PE80,Plomería agua,,unidad,,,,,,,true,7290
34717,34717,CAÑO POLIETILENO PEAD 25MMX2.3MM PN12.5 PE80,CANO POLIETILENO PEAD 25MMX2 3MM PN12 5 PE80,Plomería agua,,unidad,,,,,,,true,7292
47781,47781,ABLANDADOR REDLINE 3/4 KALYXX,ABLANDADOR REDLINE 3/4 KALYXX,Ferretería general,,unidad,,,,,,,true,7334
47782,47782,ABLANDADOR BLUELINE 1° KALYXX,ABLANDADOR BLUELINE 1 KALYXX,Ferretería general,,unidad,,,,,,,true,7335
47783,47783,ABLANDADOR ACTIVE 1° KALYXX,ABLANDADOR ACTIVE 1 KALYXX,Ferretería general,,unidad,,,,,,,true,7336
36287,36287,ABLANDADOR ELEKTRIM HF-2500 CON VALVULA REDUCTORA DE PRESION Y RESINA REGENERA POR LITROS,ABLANDADOR ELEKTRIM HF 2500 CON VALVULA REDUCTORA DE PRESION Y RESINA REGENERA POR LITROS,Plomería agua,,litro,,,,,,,true,7344
43950,43950,"BOMBA CENTRIFUGA 3/4""HP BPT-26 ELEKTRIM",BOMBA CENTRIFUGA 3/4 HP BPT 26 ELEKTRIM,Ferretería general,,unidad,,,,,,,true,7347
47776,47776,BOMBA SUMERGIBLE 80WQ2.2-4P 380V 50HZ 3HP 3 CZERWE,BOMBA SUMERGIBLE 80WQ2 2 4P 380V 50HZ 3HP 3 CZERWE,Ferretería general,,unidad,,,,,,,true,7372
26728,26728,BOMBA ESPA PRISMA 25-3 M,BOMBA ESPA PRISMA 25 3 M,Ferretería general,,unidad,,,,,,,true,7397
36679,36679,BOMBA UPA PRESURIZADORA PRE 2-VASSER 2 baños o 4 canillas 12mts 270 Watts  PARA TANQUE ELEVADO O BAJO TANQUE,BOMBA UPA PRESURIZADORA PRE 2 VASSER 2 BANOS O 4 CANILLAS 12MTS 270 WATTS PARA TANQUE ELEVADO O BAJO TANQUE,Sanitarios y baño,,metro,,,,,,,true,7414
38342,38342,BOMBA UPA PRESURIZADORA PRE 1-VASSER 1 Baño o 2 canillas  9mts 120 Watts PARA TANQUE ELEVADO O BAJO TANQUE,BOMBA UPA PRESURIZADORA PRE 1 VASSER 1 BANO O 2 CANILLAS 9MTS 120 WATTS PARA TANQUE ELEVADO O BAJO TANQUE,Sanitarios y baño,,metro,,,,,,,true,7416
46683,46683,BOMBA CENTRIFUGA QC 75 VASSER,BOMBA CENTRIFUGA QC 75 VASSER,Ferretería general,,unidad,,,,,,,true,7418
33812,33812,BOMBA CENTRIFUGA 3/4 HP GENERICA CPM146 ROWA,BOMBA CENTRIFUGA 3/4 HP GENERICA CPM146 ROWA,Ferretería general,,unidad,,,,,,,true,7468
11996,11996,"CANILLA 1/2"" BRONCE REFORZADA PARA MANGUERA",CANILLA 1/2 BRONCE REFORZADA PARA MANGUERA,Grifería,,unidad,,,,,,,true,7486
36768,36768,LLUVIA ABS ANTICALCAREA CROMO 20CM CUADRADA,LLUVIA ABS ANTICALCAREA CROMO 20CM CUADRADA,Construcción,,unidad,,,,,,,true,7596
46523,46523,LLUVIA ABS ANTICALCAREA CROMO 10CM CUADRADA,LLUVIA ABS ANTICALCAREA CROMO 10CM CUADRADA,Construcción,,unidad,,,,,,,true,7602
47790,47790,FERRUM BARI - ESPACIO BIDET 3 AGUJERO BEK3M-B,FERRUM BARI ESPACIO BIDET 3 AGUJERO BEK3M B,Sanitarios y baño,Ferrum,unidad,,,,,,,true,7830
30470,30470,FERRUM ACC.FIX JABONERA CHICA X UNID. ABF1CB***,FERRUM ACC FIX JABONERA CHICA X UNID ABF1CB,Sanitarios y baño,Ferrum,unidad,,,,,,,true,7885
27859,27859,FERRUM ACCIONAMIENTO FRONTAL X UN. VP019,FERRUM ACCIONAMIENTO FRONTAL X UN VP019,Sanitarios y baño,Ferrum,unidad,,,,,,,true,7980
33219,33219,FERRUM BARI TAPA ASIENTO INODORO PP H/PLAS TKXPB*,FERRUM BARI TAPA ASIENTO INODORO PP H/PLAS TKXPB,Sanitarios y baño,Ferrum,unidad,,,,,,,true,8011
24662,24662,FV MALENA 0103/16-CCC JGO PARA BAÑO DUCHA GRANDE,FV MALENA 0103/16 CCC JGO PARA BANO DUCHA GRANDE,Sanitarios y baño,Fv,unidad,,,,,,,true,8032
24741,24741,FV MALENA 0112/16-CCC CONJUNTO BAÑO EXTERIOR,FV MALENA 0112/16 CCC CONJUNTO BANO EXTERIOR,Sanitarios y baño,Fv,unidad,,,,,,,true,8036
25048,25048,"FV CITY 0203/8""8-CR JGO LAVATORIO EMBUTIDO***S***",FV CITY 0203/8 8 CR JGO LAVATORIO EMBUTIDO S,Sanitarios y baño,Fv,unidad,,,,,,,true,8095
28173,28173,FV MELINCUE 0310/C9-CR MONOCOM BAÑERA EXTER*******,FV MELINCUE 0310/C9 CR MONOCOM BANERA EXTER,Grifería,Fv,unidad,,,,,,,true,8232
11991,11991,ESTALGRIF TOP MONOCOMANDO PARA BAJO,ESTALGRIF TOP MONOCOMANDO PARA BAJO,Grifería,Estalgrif,unidad,,,,,,,true,8396
19041,19041,ESTALGRIF MAGNA BAÑERA S/TRANSF.CAÑO EXTERIOR,ESTALGRIF MAGNA BANERA S/TRANSF CANO EXTERIOR,Grifería,Estalgrif,unidad,,,,,,,true,8422
36418,36418,ESTALGRIF TAURO CRUZ BIDET BLACK MATE,ESTALGRIF TAURO CRUZ BIDET BLACK MATE,Sanitarios y baño,Estalgrif,unidad,,,,,,,true,8433
38353,38353,ESTALGRIF HAZZ VINTAGE BAÑO,ESTALGRIF HAZZ VINTAGE BANO,Sanitarios y baño,Estalgrif,unidad,,,,,,,true,8440
38360,38360,ESTALGRIF HAZZ VINTAGE BAÑO FLORENTINO,ESTALGRIF HAZZ VINTAGE BANO FLORENTINO,Sanitarios y baño,Estalgrif,unidad,,,,,,,true,8445
31810,31810,EMBLEM COCINA CON FLEXIBLE NEGRO 10016NE PIAZZA***,EMBLEM COCINA CON FLEXIBLE NEGRO 10016NE PIAZZA,Gas,,unidad,,,,,,,true,8463
32142,32142,DOT BIDET CON TRANSF. 10104 PIAZZA***,DOT BIDET CON TRANSF 10104 PIAZZA,Sanitarios y baño,,unidad,,,,,,,true,8489
33452,33452,BRAZO DE DUCHA VERTICAL (INC BRAZO) D4003 PIAZZA,BRAZO DE DUCHA VERTICAL INC BRAZO D4003 PIAZZA,Grifería,,unidad,,,,,,,true,8508
